city,admin_name,capital,population
"Xiawuqi, China",Tianjin,,23889.0
"Xiayang, China",Hunan,minor,50000.0
"Xiazhai, China",Guizhou,,50000.0
"Xiba, China",Gansu,,9753.0
"Xibang, China",Jiangsu,,65211.0
"Xibeijie, China",Gansu,minor,1055706.0
"Xichang, China",Sichuan,minor,712434.0
"Xicheng, China",Yunnan,minor,419314.0
"Xico, Mexico",Veracruz,minor,38198.0
"Xicotencatl, Mexico",Tamaulipas,minor,9593.0
"Xicotepec de Juarez, Mexico",Puebla,,81455.0
"Xidiancun, China",Zhejiang,,42400.0
"Xiedian, China",Shanxi,minor,81386.0
"Xiegang, China",Guangdong,,99387.0
"Xieqiaocun, China",Zhejiang,,65473.0
"Xiezhou, China",Shanxi,,57773.0
"Xigaze, China",Tibet,minor,679771.0
"Xigujing, China",Shanghai,,211590.0
"Xihu, Taiwan",Changhua,,54033.0
"Xihuachi, China",Gansu,minor,43338.0
"Xihuangcun, China",Hebei,,19403.0
"Xihuangni, China",Hebei,,15119.0
"Xikeng, China",Guangdong,,58890.0
"Xikou, Taiwan",Chiayi,,13658.0
"Xiluo, Taiwan",Yunlin,,44610.0
"Xiluodu, China",Yunnan,minor,61668.0
"Xima, China",Hebei,,26842.0
"Ximeicun, China",Fujian,,1663542.0
"Xin'an, China",Jiangsu,,920628.0
"Xinbin, China",Liaoning,,65100.0
"Xinbocun, China",Hebei,,12396.0
"Xinbu, Taiwan",Hsinchu,,33002.0
"Xinchangcun, China",Guizhou,,12394.0
"Xincheng, China",Shanxi,minor,52903.0
"Xincheng, Taiwan",Hualien,,20308.0
"Xincun, China",Guangdong,,26486.0
"Xindi, China",Hubei,,698188.0
"Xindian, China",Yunnan,,73530.0
"Xinfeng, Taiwan",Hsinchu,,58614.0
"Xingang, China",Hunan,,23000.0
"Xingang, Taiwan",Chiayi,,30543.0
"Xingangli, China",Hebei,,19751.0
"Xingcheng, China",Guangdong,minor,779411.0
"Xinglong, China",Hebei,minor,75381.0
"Xingren, China",Guizhou,,417919.0
"Xingsha, China",Hunan,minor,277034.0
"Xingtai, China",Hebei,minor,6645766.0
"Xinguara, Brazil",Pará,minor,52893.0
"Xingyi, China",Guizhou,,783120.0
"Xinhua, China",Yunnan,minor,100792.0
"Xinhualu, China",Henan,minor,1172237.0
"Xining, China",Qinghai,admin,2208708.0
"Xinji, China",Hebei,minor,594628.0
"Xinjie, China",Yunnan,minor,21252.0
"Xinjing, China",Shanghai,,146776.0
"Xinjun, China",Zhejiang,,43793.0
"Xinmin, China",Liaoning,,565634.0
"Xinnongcun, China",Liaoning,,21060.0
"Xinpi, Taiwan",Pingtung,,9296.0
"Xinpo, China",Guangdong,,36699.0
"Xinpu, China",Jiangsu,minor,4393482.0
"Xinqing, China",Heilongjiang,,55415.0
"Xinshi, China",Hubei,minor,544843.0
"Xinsi, China",Gansu,,22829.0
"Xintai, China",Shandong,,1315942.0
"Xintang, China",Guangdong,,144537.0
"Xintangcun, China",Guangdong,,17100.0
"Xintian, China",Yunnan,,18334.0
"Xintianfeng, China",Guangdong,,10974.0
"Xinxing, China",Liaoning,minor,568566.0
"Xinyang, China",Henan,,6109106.0
"Xinyaoshang, China",Guizhou,,11010.0
"Xinyi, China",Guangdong,,1013900.0
"Xinyi, Taiwan",Nantou,,15576.0
"Xinying, China",Gansu,,17018.0
"Xinyingheyan, China",Gansu,,12461.0
"Xinyu, China",Jiangxi,minor,1186700.0
"Xinyuan, China",Qinghai,minor,16585.0
"Xinyuan, Taiwan",Pingtung,,32601.0
"Xinzhai, China",Guizhou,,21607.0
"Xinzhancun, China",Jilin,,33787.0
"Xinzhou, China",Shanxi,minor,2689668.0
"Xionglin, Taiwan",Hsinchu,,20224.0
"Xiongzhou, China",Hebei,minor,99693.0
"Xiping, China",Yunnan,minor,652604.0
"Xiqiao, China",Guangdong,,221670.0
"Xique-Xique, Brazil",Bahia,minor,44757.0
"Xirdalan, Azerbaijan",Abşeron,admin,100900.0
"Xireg, China",Qinghai,minor,13723.0
"Xisa, China",Yunnan,minor,39648.0
"Xishan, China",Hunan,minor,885987.0
"Xishancun, China",Guangdong,,108592.0
"Xishrov, Uzbekistan",Samarqand,,10000.0
"Xiulin, China",Hubei,,473707.0
"Xiulin, Taiwan",Hualien,,17068.0
"Xiushui, Taiwan",Changhua,,38248.0
"Xiushuicun, China",Guangdong,,12137.0
"Xiva, Uzbekistan",Xorazm,minor,115000.0
"Xiwanzi, China",Hebei,minor,38879.0
"Xixinzhuangzhen, China",Shanxi,,16839.0
"Xixucun, China",Hebei,,15683.0
"Xizhou, Taiwan",Changhua,,28597.0
"Xizi, Azerbaijan",Xızı,admin,1588.0
"Xo`jaobod, Uzbekistan",Andijon,minor,20200.0
"Xo`jayli Shahri, Uzbekistan",Qoraqalpog‘iston,minor,67800.0
"Xocali, Azerbaijan",Xocalı,admin,1397.0
"Xocavand, Azerbaijan",Xocavənd,admin,5700.0
"Xochiatipan de Castillo, Mexico",Hidalgo,,18157.0
"Xochistlahuaca, Mexico",Guerrero,minor,28089.0
"Xonobod, Uzbekistan",Andijon,,44000.0
"Xonqa, Uzbekistan",Xorazm,minor,39400.0
"Xovos, Uzbekistan",Sirdaryo,,27300.0
"Xoxocotla, Mexico",Morelos,,21074.0
"Xuan Trung, Vietnam",Phú Thọ,,11506.0
"Xuanzhou, China",Anhui,,2500063.0
"Xudat, Azerbaijan",Xaçmaz,,10894.0
"Xuddur, Somalia",Bakool,admin,85500.0
"Xuejiawan, China",Inner Mongolia,minor,165000.0
"Xujing, China",Shanghai,,211590.0
"Xunjiansi, China",Yunnan,,23234.0
"Xunyang, China",Shaanxi,,357876.0
"Xuqiaocun, China",Zhejiang,,118263.0
"Xushan, China",Zhejiang,minor,1502000.0
"Xylokastro, Greece",Pelopónnisos,minor,12102.0
"Ya`bad, West Bank",,,16012.0
"Yabayo, Côte d’Ivoire",Bas-Sassandra,,20086.0
"Yabelo, Ethiopia",Oromīya,,86400.0
"Yabrud, Syria",Rīf Dimashq,minor,47136.0
"Yabu, Japan",Hyōgo,,22177.0
"Yabuki, Japan",Fukushima,,16823.0
"Yacha, China",Hainan,minor,37846.0
"Yachimata, Japan",Chiba,,66430.0
"Yachiyo, Japan",Chiba,,200538.0
"Yacimiento Rio Turbio, Argentina",Santa Cruz,,8814.0
"Yacopi, Colombia",Cundinamarca,minor,10887.0
"Yacuanquer, Colombia",Nariño,minor,10579.0
"Yacuiba, Bolivia",Tarija,,97296.0
"Yadavolu, India",Andhra Pradesh,,10317.0
"Yadiki, India",Andhra Pradesh,,24018.0
"Yadwad, India",Karnātaka,,9991.0
"Yaese, Japan",Okinawa,,30974.0
"Yafran, Libya",Al Jabal al Gharbī,,72662.0
"Yagoua, Cameroon",Extrême-Nord,,41957.0
"Yaguachi Nuevo, Ecuador",Guayas,,22972.0
"Yaguajay, Cuba",Sancti Spíritus,minor,53375.0
"Yaguara, Colombia",Huila,minor,8952.0
"Yaguaraparo, Venezuela",Sucre,minor,15173.0
"Yaguaron, Paraguay",Paraguarí,,32000.0
"Yaguate, Dominican Republic",Valdesia,,42325.0
"Yahaba, Japan",Iwate,,27638.0
"Yahotyn, Ukraine",Kyivska Oblast,,18995.0
"Yahsihan, Turkey",Kırıkkale,minor,31195.0
"Yahualica de Gonzalez Gallo, Mexico",Jalisco,minor,22586.0
"Yahualica, Mexico",Hidalgo,,22228.0
"Yahyali, Turkey",Kayseri,minor,35481.0
"Yairipok, India",Manipur,,10904.0
"Yaita, Japan",Tochigi,,31145.0
"Yaiza, Spain",Canary Islands,,18113.0
"Yaizu, Japan",Shizuoka,,136028.0
"Yajalon, Mexico",Chiapas,minor,40285.0
"Yakacik, Turkey",Hatay,minor,43919.0
"Yakage, Japan",Okayama,,13218.0
"Yakakent, Turkey",Samsun,minor,8693.0
"Yakeshi, China",Inner Mongolia,minor,256396.0
"Yakima, United States",Washington,,134003.0
"Yakinca, Turkey",Malatya,,23063.0
"Yakkabog`, Uzbekistan",Qashqadaryo,,20600.0
"Yako, Burkina Faso",Nord,minor,38689.0
"Yakoma, Congo (Kinshasa)",Nord-Ubangi,,12210.0
"Yakossi, Central African Republic",Mbomou,,500.0
"Yakou, China",Henan,minor,300200.0
"Yakouren, Algeria",Tizi Ouzou,,12203.0
"Yakumo, Japan",Hokkaidō,,15674.0
"Yakushima, Japan",Kagoshima,,11810.0
"Yakutsk, Russia",Sakha (Yakutiya),admin,311760.0
"Yakymivka, Ukraine",Zaporizka Oblast,minor,11069.0
"Yala, Thailand",Yala,admin,60617.0
"Yalaguina, Nicaragua",Madriz,minor,9597.0
"Yalamakuru, India",Andhra Pradesh,,95149.0
"Yalda, Syria",Rīf Dimashq,,28384.0
"Yali, Colombia",Antioquia,minor,8577.0
"Yalluru, India",Andhra Pradesh,,11390.0
"Yalova, Turkey",Yalova,admin,133109.0
"Yalta, Ukraine","Krym, Avtonomna Respublika",,76746.0
"Yalutorovsk, Russia",Tyumenskaya Oblast’,minor,38882.0
"Yalvac, Turkey",Isparta,minor,22538.0
"Yamada, Japan",Iwate,,14388.0
"Yamaga, Japan",Kumamoto,,48181.0
"Yamagata, Japan",Yamagata,admin,247234.0
"Yamaguchi, Japan",Yamaguchi,admin,191470.0
"Yamakita, Japan",Kanagawa,,9530.0
"Yamamoto, Japan",Miyagi,,11736.0
"Yamanashi, Japan",Yamanashi,,32925.0
"Yamanobe, Japan",Yamagata,,13610.0
"Yamanouchi, Japan",Nagano,,11106.0
"Yamasa, Dominican Republic",Higuamo,,55348.0
"Yamato, Japan",Kumamoto,,13210.0
"Yamatotakada, Japan",Nara,,60791.0
"Yamba, Australia",New South Wales,,6076.0
"Yambio, South Sudan",Western Equatoria,admin,45685.0
"Yambol, Bulgaria",Yambol,admin,83861.0
"Yame, Japan",Fukuoka,,60196.0
"Yamen, China",Guangdong,,37963.0
"Yamkanmardi, India",Mahārāshtra,,8545.0
"Yamoussoukro, Côte d’Ivoire",Yamoussoukro,primary,340234.0
"Yampil, Ukraine",Vinnytska Oblast,minor,10679.0
"Yamunanagar, India",Haryāna,,216628.0
"Yan'an Beilu, China",Xinjiang,minor,426253.0
"Yan'an, China",Shaanxi,,2187009.0
"Yanagawa, Japan",Fukuoka,,64120.0
"Yanagawamachi-saiwaicho, Japan",Fukushima,,20626.0
"Yanahuanca, Peru",Pasco,,11333.0
"Yanai, Japan",Yamaguchi,,30461.0
"Yanam, India",Andhra Pradesh,,76000.0
"Yanaul, Russia",Bashkortostan,minor,25908.0
"Yanbu, Taiwan",Pingtung,,23878.0
"Yanbu`, Saudi Arabia",Al Madīnah al Munawwarah,,331916.0
"Yancheng, China",Jiangsu,minor,6709629.0
"Yanchep, Australia",Western Australia,,8859.0
"Yandian, China",Hubei,,36269.0
"Yandrapalle, India",Andhra Pradesh,,19398.0
"Yang Talat, Thailand",Kalasin,minor,8666.0
"Yangambi, Congo (Kinshasa)",Tshopo,,35531.0
"Yangasso, Mali",Ségou,,14456.0
"Yangchun, China",Guangdong,,875896.0
"Yangcunzai, China",Guangdong,,41958.0
"Yangfang, China",Hebei,,38922.0
"Yanggao, China",Guangdong,,80681.0
"Yanggezhuang, China",Hebei,,16959.0
"Yanggok, Korea, South",Gyeonggi,,732376.0
"Yanghe, China",Ningxia,minor,67901.0
"Yangi Marg`ilon, Uzbekistan",Farg‘ona,,23531.0
"Yangi Mirishkor, Uzbekistan",Qashqadaryo,minor,17000.0
"Yangiariq, Uzbekistan",Xorazm,minor,12200.0
"Yangiobod, Uzbekistan",Toshkent,,8900.0
"Yangiqo`rg`on, Uzbekistan",Namangan,,11561.0
"Yangirabot, Uzbekistan",Navoiy,minor,17000.0
"Yangiyer, Uzbekistan",Sirdaryo,,44200.0
"Yangiyul, Uzbekistan",Toshkent,,61700.0
"Yangjiang, China",Guangdong,minor,2555600.0
"Yangliuqing, China",Tianjin,,118291.0
"Yangmei, China",Guangdong,,53224.0
"Yangmei, Taiwan",Taoyuan,,
"Yangping, China",Yunnan,,20360.0
"Yangqingcun, China",Guangdong,,63578.0
"Yangquan, China",Shanxi,minor,1318505.0
"Yangsan, Korea, South",Gyeongnam,minor,297532.0
"Yangshe, China",Jiangsu,minor,1447600.0
"Yangshuwa, China",Henan,,35914.0
"Yangtangxu, China",Guangdong,,40616.0
"Yanguancun, China",Zhejiang,,57609.0
"Yangyuhe, China",Shaanxi,,27971.0
"Yangzhou, China",Jiangsu,,4459760.0
"Yanhewan, China",Shaanxi,,14499.0
"Yanji, China",Jilin,minor,548700.0
"Yanjiang, China",Sichuan,minor,2308631.0
"Yankou, China",Guizhou,,32351.0
"Yankton, United States",South Dakota,,15501.0
"Yanqi, China",Xinjiang,minor,37649.0
"Yanshanbu, China",Guizhou,,22811.0
"Yanshuiguan, China",Shaanxi,,14331.0
"Yantai, China",Shandong,,2511053.0
"Yantzaza, Ecuador",Zamora-Chinchipe,minor,13335.0
"Yany Kapu, Ukraine","Krym, Avtonomna Respublika",minor,26268.0
"Yanyan, China",Guangdong,,25355.0
"Yao, Chad",Batha,,91507.0
"Yao, Japan",Nara,,263436.0
"Yaofeng, China",Shanxi,minor,86435.0
"Yaojia, China",Chongqing,,16072.0
"Yaojiafen, China",Hebei,,21726.0
"Yaojiazhuangcun, China",Hebei,,21726.0
"Yaopu, China",Guizhou,,44703.0
"Yaoquan, China",Gansu,,44372.0
"Yaotsu, Japan",Gifu,,10070.0
"Yaounde, Cameroon",Centre,primary,2440462.0
"Yaozhuangcun, China",Zhejiang,,52619.0
"Yapacani, Bolivia",Santa Cruz,,26270.0
"Yapqan, China",Xinjiang,,25081.0
"Yara, Cuba",Granma,minor,59415.0
"Yaragol, India",Karnātaka,,8554.0
"Yardimli, Azerbaijan",Yardımlı,admin,7623.0
"Yaren, Nauru",Yaren,primary,803.0
"Yargatti, India",Karnātaka,,11095.0
"Yarim, Yemen",Ibb,minor,46964.0
"Yaritagua, Venezuela",Yaracuy,minor,140256.0
"Yarm, United Kingdom",Stockton-on-Tees,,8632.0
"Yarmouth, United States",Massachusetts,,25091.0
"Yaroslavl, Russia",Yaroslavskaya Oblast’,admin,567443.0
"Yarovoye, Russia",Altayskiy Kray,,11105.0
"Yartsevo, Russia",Smolenskaya Oblast’,minor,40330.0
"Yarumal, Colombia",Antioquia,minor,41542.0
"Yasenivskyi, Ukraine",Luhanska Oblast,,8943.0
"Yashan, China",Guangdong,,46700.0
"Yashio, Japan",Saitama,,93283.0
"Yasica Arriba, Dominican Republic",Cibao Norte,,23114.0
"Yasnogorsk, Russia",Tul’skaya Oblast’,minor,15269.0
"Yasnyy, Russia",Orenburgskaya Oblast’,minor,15249.0
"Yasothon, Thailand",Yasothon,admin,21134.0
"Yasu, Japan",Shiga,,50049.0
"Yasugicho, Japan",Shimane,,36713.0
"Yasuj, Iran",Kohgīlūyeh va Bowyer Aḩmad,admin,108505.0
"Yasynuvata, Ukraine",Donetska Oblast,,34144.0
"Yatagan, Turkey",Muğla,minor,45283.0
"Yatangcun, China",Guangdong,,40616.0
"Yate, United Kingdom",South Gloucestershire,,21789.0
"Yato, Japan",Kanagawa,,239146.0
"Yatomi, Japan",Aichi,,43038.0
"Yatou, China",Shandong,minor,670251.0
"Yattir, West Bank",,,63511.0
"Yauco, Puerto Rico",Puerto Rico,,14903.0
"Yaupi, Ecuador",Morona-Santiago,,293.0
"Yavatmal, India",Mahārāshtra,,116551.0
"Yavoriv, Ukraine",Lvivska Oblast,minor,12785.0
"Yavuzeli, Turkey",Gaziantep,minor,22762.0
"Yawata-shimizui, Japan",Kyōto,,70373.0
"Yawatahama-shi, Japan",Ehime,minor,31385.0
"Yaxley, United Kingdom",Cambridgeshire,,9409.0
"Yayas de Viajama, Dominican Republic",Valdesia,,17620.0
"Yayladagi, Turkey",Hatay,minor,36803.0
"Yaypan, Uzbekistan",Farg‘ona,minor,24900.0
"Yazd, Iran",Yazd,admin,529673.0
"Yazihan, Turkey",Malatya,minor,11984.0
"Yazikonak, Turkey",Elazığ,,9606.0
"Yazoo City, United States",Mississippi,,10270.0
"Yazu, Japan",Tottori,,15642.0
"Yby Yau, Paraguay",Concepción,,31290.0
"Ye, Burma",Mon State,,34430.0
"Yeadon, United Kingdom",Leeds,,22233.0
"Yeadon, United States",Pennsylvania,,12091.0
"Yecapixtla, Mexico",Morelos,minor,39859.0
"Yecla, Spain",Murcia,,35234.0
"Yecuatla, Mexico",Veracruz,minor,12108.0
"Yecun, China",Shaanxi,,47575.0
"Yedapalli, India",Andhra Pradesh,,13469.0
"Yedappalli, India",Tamil Nādu,,10500.0
"Yeddumailaram, India",Andhra Pradesh,,17941.0
"Yedtare, India",Karnātaka,,12104.0
"Yeebo Town, Liberia",River Gee,,124653.0
"Yefremov, Russia",Tul’skaya Oblast’,minor,36545.0
"Yegainnyin, China",Qinghai,,21323.0
"Yeghegnadzor, Armenia",Vayots’ Dzor,admin,7633.0
"Yeghvard, Armenia",Kotayk’,,10656.0
"Yegoryevsk, Russia",Moskovskaya Oblast’,minor,4779.0
"Yehud, Israel",Central,,29146.0
"Yei, South Sudan",Central Equatoria,,185000.0
"Yekambarakuppam, India",Andhra Pradesh,,8972.0
"Yekaterinburg, Russia",Sverdlovskaya Oblast’,admin,1468833.0
"Yelabuga, Russia",Tatarstan,,73759.0
"Yelahanka, India",Karnātaka,,119891.0
"Yelandur, India",Karnātaka,,8779.0
"Yeldurti, India",Andhra Pradesh,,9090.0
"Yelets, Russia",Lipetskaya Oblast’,minor,99875.0
"Yelimane, Mali",Kayes,minor,988.0
"Yelizovo, Russia",Kamchatskiy Kray,minor,36199.0
"Yellanda, India",Andhra Pradesh,,8941.0
"Yellandu, India",Andhra Pradesh,,35056.0
"Yellapur, India",Karnātaka,,23658.0
"Yellareddi, India",Andhra Pradesh,,14923.0
"Yellayapalem, India",Andhra Pradesh,,10843.0
"Yellowknife, Canada",Northwest Territories,admin,20340.0
"Yelm, United States",Washington,,10618.0
"Yelmalla, India",Andhra Pradesh,,12800.0
"Yelpur, India",Andhra Pradesh,,10975.0
"Yelsk, Belarus",Homyel’skaya Voblasts’,minor,8724.0
"Yelur, India",Karnātaka,,14984.0
"Yemanzhelinsk, Russia",Chelyabinskaya Oblast’,,11100.0
"Yemva, Russia",Komi,minor,10710.0
"Yen Bai, Vietnam",Yên Bái,admin,100631.0
"Yenagoa, Nigeria",Bayelsa,admin,
"Yenakiieve, Ukraine",Donetska Oblast,,76673.0
"Yenangyaung, Burma",Magway,,54535.0
"Yendi, Ghana",Northern,,52008.0
"Yengema, Sierra Leone",Eastern,,13358.0
"Yeni Suraxani, Azerbaijan",Bakı,,16127.0
"Yenice, Turkey",Bursa,,15287.0
"Yeniciftlik, Turkey",Tekirdağ,,11777.0
"Yenimahalle, Turkey",Ankara,minor,704652.0
"Yenipazar, Turkey",Aydın,minor,11863.0
"Yenisehir, Turkey",Diyarbakır,minor,219759.0
"Yeniseysk, Russia",Krasnoyarskiy Kray,minor,17537.0
"Yenkuvarigudem, India",Andhra Pradesh,,12277.0
"Yenmangandla, India",Andhra Pradesh,,9130.0
"Yeola, India",Mahārāshtra,,43205.0
"Yeonil, Korea, South",Gyeongbuk,,34560.0
"Yeosu, Korea, South",Jeonnam,minor,273761.0
"Yeovil, United Kingdom",Somerset,,31633.0
"Yepocapa, Guatemala",Chimaltenango,minor,42996.0
"Yeppoon, Australia",Queensland,,6334.0
"Yerba Buena, Argentina",Tucumán,minor,50057.0
"Yerbas Buenas, Chile",Maule,,16738.0
"Yercaud, India",Tamil Nādu,,11582.0
"Yerema, Russia",Irkutskaya Oblast’,,745.0
"Yerere, Mali",Kayes,,14408.0
"Yerevan, Armenia",Yerevan,primary,1106300.0
"Yerkoy, Turkey",Yozgat,minor,27084.0
"Yermal, India",Karnātaka,,20756.0
"Yermolino, Russia",Kaluzhskaya Oblast’,,11189.0
"Yerrapalem, India",Andhra Pradesh,,17336.0
"Yerres, France",Île-de-France,,28349.0
"Yershov, Russia",Saratovskaya Oblast’,,18095.0
"Yesagyo, Burma",Magway,,23603.0
"Yesilhisar, Turkey",Kayseri,minor,15531.0
"Yesilkoy, Turkey",Hatay,,10436.0
"Yesilli, Turkey",Mardin,minor,13621.0
"Yesilyurt, Turkey",Malatya,minor,341654.0
"Yessentuki, Russia",Stavropol’skiy Kray,minor,121534.0
"Yessey, Russia",Krasnoyarskiy Kray,,10.0
"Yevlax, Azerbaijan",Yevlax,admin,59036.0
"Yevpatoriia, Ukraine","Krym, Avtonomna Respublika",minor,105719.0
"Yeysk, Russia",Krasnodarskiy Kray,minor,82172.0
"Yezhi, China",Yunnan,,9341.0
"Yhu, Paraguay",Caaguazú,,34737.0
"Yi Xian, China",Hebei,minor,94110.0
"Yian, China",Heilongjiang,minor,39924.0
"Yibin, China",Sichuan,minor,4471896.0
"Yicheng, China",Jiangsu,minor,1082929.0
"Yichun, China",Jiangxi,minor,5007702.0
"Yidu, China",Hubei,,347388.0
"Yiewsley, United Kingdom",Hillingdon,,12979.0
"Yihezhuang, China",Hebei,,34359.0
"Yilan, Taiwan",Yilan,admin,
"Yildirim, Turkey",Bursa,minor,655856.0
"Yildiz, Turkey",Bartın,,81692.0
"Yilong, China",Yunnan,minor,108124.0
"Yima, China",Henan,minor,135819.0
"Yinajia, China",Guizhou,,25745.0
"Yinchengpu, China",Hebei,,32471.0
"Yinchuan, China",Ningxia,admin,1901793.0
"Yingcheng, China",Guangdong,minor,941325.0
"Yingchuan, China",Henan,minor,1109782.0
"Yinggen, China",Hainan,minor,41835.0
"Yingkou, China",Liaoning,minor,2296540.0
"Yingshouyingzi, China",Hebei,minor,29664.0
"Yingshui, China",Ningxia,,24969.0
"Yingtan, China",Jiangxi,,1154223.0
"Yingyangcun, China",Guangxi,,31109.0
"Yingzhong, China",Jiangsu,,315462.0
"Yingzhou Linchang, China",Hainan,,40925.0
"Yinhua, China",Shaanxi,,14999.0
"Yinying, China",Shanxi,minor,70614.0
"Yirga `Alem, Ethiopia",Sīdama,,43815.0
"Yirol, South Sudan",Lakes,,11650.0
"Yishi, China",Shanxi,minor,102090.0
"Yishui, China",Shandong,,94115.0
"Yisuhe, China",Hunan,minor,60283.0
"Yitiaoshan, China",Gansu,minor,68952.0
"Yitong, China",Jilin,minor,115752.0
"Yiwu, China",Zhejiang,minor,1234015.0
"Yiyang, China",Hunan,minor,3851564.0
"Yizhu, Taiwan",Chiayi,,17104.0
"Ylivieska, Finland",Pohjois-Pohjanmaa,minor,15369.0
"Ylojarvi, Finland",Pirkanmaa,minor,33653.0
"Ymittos, Greece",Attikí,,10455.0
"Yogyakarta, Indonesia",Yogyakarta,admin,422732.0
"Yoichi, Japan",Hokkaidō,,18252.0
"Yoju, Korea, South",Gyeonggi,,114253.0
"Yokadouma, Cameroon",Est,,24430.0
"Yokaichiba, Japan",Chiba,,32227.0
"Yokkaichi, Japan",Mie,,310263.0
"Yoko, Benin",Plateau,,10543.0
"Yoko, Cameroon",Centre,,12332.0
"Yokohama, Japan",Kanagawa,admin,3757630.0
"Yokoshiba, Japan",Chiba,,14589.0
"Yokoshibahikari, Japan",Chiba,,22271.0
"Yokosuka, Japan",Kanagawa,,390275.0
"Yokotemachi, Japan",Akita,,84556.0
"Yola, Nigeria",Adamawa,admin,392854.0
"Yolombo, Colombia",Antioquia,minor,25647.0
"Yoloten, Turkmenistan",Mary,,37705.0
"Yomitan, Japan",Okinawa,,39791.0
"Yomou, Guinea",N’Zérékoré,minor,29138.0
"Yomra, Turkey",Trabzon,minor,47283.0
"Yonabaru, Japan",Okinawa,,19735.0
"Yonago, Japan",Tottori,,147210.0
"Yondo, Colombia",Antioquia,minor,17597.0
"Yonezawa, Japan",Yamagata,,80795.0
"Yong'an, China",Fujian,minor,344793.0
"Yong'ancun, China",Guangdong,,29732.0
"Yongbei, China",Yunnan,minor,61932.0
"Yongcheng, China",Henan,,1240382.0
"Yongcong, China",Guizhou,,13670.0
"Yonghetun, China",Beijing,,304781.0
"Yongji, China",Shanxi,,394935.0
"Yongjing, Taiwan",Changhua,,35365.0
"Yongju, Korea, South",Gyeongbuk,,109266.0
"Yonglonghe, China",Hubei,,48817.0
"Yongping, China",Shaanxi,,47990.0
"Yongqing, China",Hebei,minor,118494.0
"Yongxiu, China",Hainan,,28556.0
"Yongyang, China",Guizhou,,60557.0
"Yongzhou, China",Hunan,,5289824.0
"Yonkers, United States",New York,,209529.0
"Yopal, Colombia",Casanare,admin,106822.0
"Yopougon, Côte d’Ivoire",Abidjan,,1571065.0
"Yoqne`am `Illit, Israel",Northern,,24158.0
"Yorba Linda, United States",California,,67407.0
"Yorii, Japan",Saitama,,32172.0
"Yorito, Honduras",Yoro,,15774.0
"York, United Kingdom",York,,141685.0
"York, United States",Pennsylvania,,246769.0
"Yorkshire, United States",Virginia,,10678.0
"Yorkton, Canada",Saskatchewan,,16280.0
"Yorktown, United States",New York,,35969.0
"Yorkville, United States",Illinois,,22350.0
"Yoro, Honduras",Yoro,admin,86665.0
"Yoro, Japan",Gifu,,29309.0
"Yorosso, Mali",Sikasso,minor,22063.0
"Yosano, Japan",Kyōto,,19726.0
"Yoshida, Japan",Shizuoka,,28811.0
"Yoshiicho-shimobaru, Japan",Nagasaki,,230873.0
"Yoshikawa, Japan",Saitama,,72139.0
"Yoshimi, Japan",Saitama,,18133.0
"Yoshinogari, Japan",Saga,,16324.0
"Yoshinogawa, Japan",Tokushima,,38726.0
"Yoshioka, Japan",Gunma,,21824.0
"Yoshiwara, Japan",Shizuoka,,90224.0
"Yoshkar-Ola, Russia",Mariy-El,admin,274715.0
"Yotoco, Colombia",Valle del Cauca,minor,16263.0
"Yotsukaido, Japan",Chiba,,93233.0
"Youdiou, Mali",Mopti,,14737.0
"Youfangcun, China",Hebei,,50436.0
"Youganning, China",Qinghai,minor,21323.0
"Youghal, Ireland",Cork,,8564.0
"Young, Australia",New South Wales,,7712.0
"Young, Uruguay",Río Negro,,16756.0
"Youngstown, United States",Ohio,,315751.0
"Youngsville, United States",Louisiana,,16664.0
"Youssoufia, Morocco",Marrakech-Safi,,65669.0
"Youwangjie, China",Yunnan,,31985.0
"Youwarou, Mali",Mopti,minor,23046.0
"Yovon, Tajikistan",Khatlon,minor,36700.0
"Yozgat, Turkey",Yozgat,admin,92643.0
"Yozyovon, Uzbekistan",Farg‘ona,minor,12800.0
"Ypacarai, Paraguay",Central,,30150.0
"Ypane, Paraguay",Central,,34943.0
"Ypejhu, Paraguay",Canindeyú,,2299.0
"Ypsilanti, United States",Michigan,,19937.0
"Ypsonas, Cyprus",Lemesós,,11117.0
"Ystad, Sweden",Skåne,minor,28985.0
"Ystrad Mynach, United Kingdom",Caerphilly,,19204.0
"Yuanchang, Taiwan",Yunlin,,23656.0
"Yuancun, China",Guizhou,,19913.0
"Yuanhucun, China",Xinjiang,,19650.0
"Yuanli, Taiwan",Miaoli,,43923.0
"Yuanlin, Taiwan",Changhua,,122763.0
"Yuanping, China",Shanxi,,413922.0
"Yuanquan, China",Gansu,minor,17886.0
"Yuanshan, China",Guangdong,minor,78254.0
"Yuanyangzhen, China",Gansu,,26352.0
"Yuasa, Japan",Wakayama,,11038.0
"Yuba City, United States",California,,127854.0
"Yucaipa, United States",California,,54348.0
"Yucca Valley, United States",California,,21744.0
"Yucheng, China",Sichuan,minor,1434603.0
"Yuchengcun, China",Guangdong,,43983.0
"Yuchi, Taiwan",Nantou,,14863.0
"Yuci, China",Shanxi,,840000.0
"Yueqing, China",Zhejiang,,488980.0
"Yueshanwan, China",Hunan,,69880.0
"Yueyang, China",Hunan,minor,5051922.0
"Yueyaquan, China",Gansu,,9977.0
"Yufle, Somalia",Sanaag,,15000.0
"Yufu, Japan",Ōita,,32698.0
